,Game,Prize,NumPlayer,NumTournaments,Year
90,Mordhau,"$16,623.00",40 Players,3 Tournaments,2019
91,Dead By Daylight,"$15,000.00",15 Players,3 Tournaments,2019
92,Street Fighter V,"$15,000.00",8 Players,1 Tournament,2019
93,Gran Turismo Sport,"$14,100.00",19 Players,3 Tournaments,2019
94,Lichess,"$13,600.00",38 Players,23 Tournaments,2019
95,Age of Empires,"$10,960.00",23 Players,11 Tournaments,2019
96,Tetris,"$10,000.00",16 Players,1 Tournament,2019
97,Age of Empires III,"$9,335.00",31 Players,33 Tournaments,2019
98,Pokkén Tournament DX,"$8,218.57",26 Players,10 Tournaments,2019
99,Project M,"$8,117.61",43 Players,13 Tournaments,2019
100,King of Fighters 98,"$7,945.57",7 Players,3 Tournaments,2019
101,Million Arthur: Arcana Blood,"$7,530.00",9 Players,3 Tournaments,2019
102,Skullgirls 2nd Encore,"$6,110.00",10 Players,3 Tournaments,2019
103,Super Smash Bros. for Wii U,"$5,840.00",12 Players,2 Tournaments,2019
104,Super Smash Bros.,"$4,662.20",25 Players,4 Tournaments,2019
105,Mystery Game Tournament,"$4,035.00",26 Players,3 Tournaments,2019
106,Black Squad,"$4,010.43",20 Players,2 Tournaments,2019
107,Street Fighter III: 3rd Strike,"$3,455.42",23 Players,6 Tournaments,2019
108,Rivals of Aether,"$3,435.00",15 Players,5 Tournaments,2019
109,Wolfenstein: Enemy Territory,"$3,305.09",18 Players,2 Tournaments,2019
110,Super Street Fighter II Turbo,"$3,146.51",26 Players,8 Tournaments,2019
111,Super Smash Bros. Brawl,"$2,706.00",19 Players,4 Tournaments,2019
112,Vampire Savior,"$2,680.00",13 Players,5 Tournaments,2019
113,Melty Blood: Actress Again Current Code,"$2,605.00",17 Players,5 Tournaments,2019
114,Naruto Shippuden: Ultimate Ninja Storm 4,"$2,550.00",7 Players,3 Tournaments,2019
115,Windjammers,"$2,466.75",16 Players,4 Tournaments,2019
116,Lethal League Blaze,"$2,422.50",16 Players,6 Tournaments,2019
117,Age of Mythology,"$2,387.00",50 Players,19 Tournaments,2019
118,Puyo Puyo Champions,"$2,071.80",9 Players,3 Tournaments,2019
119,Marvel vs. Capcom: Infinite,"$2,010.00",13 Players,5 Tournaments,2019
120,ARMS,"$1,970.86",32 Players,13 Tournaments,2019
121,Ultimate Marvel vs. Capcom 3,"$1,778.47",15 Players,7 Tournaments,2019
122,Ultra Street Fighter IV,"$1,705.61",15 Players,5 Tournaments,2019
123,Injustice 2,"$1,610.00",12 Players,4 Tournaments,2019
124,Killer Instinct (2013),"$1,500.00",11 Players,3 Tournaments,2019
125,Dengeki Bunko: Fighting Climax Ignition,"$1,395.00",13 Players,4 Tournaments,2019
126,Sailor Moon S,"$1,315.13",10 Players,6 Tournaments,2019
127,Guilty Gear XX Accent Core Plus R,"$1,220.00",6 Players,3 Tournaments,2019
128,Doom II: Hell on Earth,"$1,200.00",1 Player,1 Tournament,2019
129,Quake II,"$1,200.00",1 Player,1 Tournament,2019
130,QuakeWorld,"$1,200.00",1 Player,1 Tournament,2019
131,Power Rangers: Battle for the Grid,"$1,150.00",7 Players,3 Tournaments,2019
132,Counter-Strike: Source,"$1,000.00",3 Players,1 Tournament,2019
133,Virtua Fighter 5: Ultimate Showdown,"$1,000.00",5 Players,1 Tournament,2019
134,Warparty,"$1,000.00",4 Players,1 Tournament,2019
135,Puyo Puyo Tetris,$911.08,14 Players,4 Tournaments,2019
136,Teenage Mutant Ninja Turtles: Tournament Fighters,$820.00,7 Players,2 Tournaments,2019
137,Street Fighter Alpha 2,$800.00,8 Players,4 Tournaments,2019
138,Capcom vs. SNK 2,$790.00,7 Players,3 Tournaments,2019
139,Soul Calibur II,$780.00,8 Players,3 Tournaments,2019
140,Kill la Kill the Game: IF,$700.00,6 Players,2 Tournaments,2019
141,Company of Heroes 2,$605.00,3 Players,4 Tournaments,2019
142,Koihime Enbu,$585.00,6 Players,2 Tournaments,2019
143,Persona 4 Arena Ultimax,$560.00,6 Players,2 Tournaments,2019
144,Mortal Kombat X,$480.00,3 Players,1 Tournament,2019
145,Tatsunoko vs. Capcom: Ultimate All-Stars,$470.00,5 Players,2 Tournaments,2019
146,Marvel vs. Capcom 2,$420.00,3 Players,1 Tournament,2019
147,Fighting EX Layer,$372.96,6 Players,2 Tournaments,2019
148,TrackMania 2: Canyon,$337.68,3 Players,1 Tournament,2019
149,Ultra Fight Da! Kyanta 2,$320.00,3 Players,1 Tournament,2019
150,Mario Kart 8 Deluxe,$279.44,4 Players,2 Tournaments,2019
151,Samurai Shodown V Special,$251.40,6 Players,2 Tournaments,2019
152,Street Fighter X Tekken,$250.00,3 Players,1 Tournament,2019
153,Garou: Mark of the Wolves,$225.00,3 Players,1 Tournament,2019
154,GRID (2019),$218.75,3 Players,1 Tournament,2019
155,ShootMania Storm,$210.60,12 Players,1 Tournament,2019
156,Acceleration of SUGURI 2,$210.00,3 Players,1 Tournament,2019
157,Tekken 5: Dark Resurrection,$210.00,4 Players,1 Tournament,2019
158,Fighter's History Dynamite,$195.00,3 Players,1 Tournament,2019
159,Street Fighter EX2 Plus,$190.00,3 Players,1 Tournament,2019
160,Them's Fightin' Herds,$190.00,3 Players,1 Tournament,2019
161,Catherine: Full Body,$185.00,3 Players,1 Tournament,2019
162,Catherine,$180.00,3 Players,1 Tournament,2019
163,Project Justice,$165.00,3 Players,1 Tournament,2019
164,Virtua Fighter 5 Final Showdown,$160.00,4 Players,1 Tournament,2019
165,Age of Empires Online,$154.00,4 Players,2 Tournaments,2019
166,Nitroplus Blasterz: Heroines Infinite Duel,$150.00,3 Players,1 Tournament,2019
167,Hokuto no Ken,$145.00,3 Players,1 Tournament,2019
168,Mortal Kombat XL,$140.00,2 Players,1 Tournament,2019
169,Arcana Heart 3: Love Max Six Stars!!!!!,$110.00,3 Players,1 Tournament,2019
170,Umineko: Golden Fantasia,$90.00,3 Players,1 Tournament,2019
171,Aquapazza: Aquaplus Dream Match,$85.00,3 Players,1 Tournament,2019
172,Virtua Fighter 5,$80.00,1 Player,1 Tournament,2019
173,Shovel Knight Showdown,$60.00,3 Players,1 Tournament,2019
174,Mario Tennis Aces,$51.30,3 Players,1 Tournament,2019
175,Street Fighter Alpha 3,$40.00,1 Player,1 Tournament,2019
176,Hand of the Gods,$34.20,1 Player,1 Tournament,2019
177,Guilty Gear,$32.00,3 Players,1 Tournament,2019
178,Xonotic,$22.82,15 Players,2 Tournaments,2019
179,Yu-Gi-Oh! Duel Links,$20.00,1 Player,1 Tournament,2019
0,Counter-Strike: Global Offensive,"$15,959,049.05",3063 Players,599 Tournaments,2020
1,Arena of Valor,"$10,080,778.32",364 Players,17 Tournaments,2020
2,Dota 2,"$9,537,729.21",1042 Players,162 Tournaments,2020
3,Fortnite,"$9,009,166.74",1704 Players,130 Tournaments,2020
4,League of Legends,"$8,645,363.76",1829 Players,115 Tournaments,2020
5,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$7,827,754.15",808 Players,27 Tournaments,2020
6,Call of Duty: Modern Warfare,"$7,152,172.00",345 Players,71 Tournaments,2020
7,Overwatch,"$6,590,561.00",581 Players,32 Tournaments,2020
8,PLAYERUNKNOWN’S BATTLEGROUNDS,"$6,456,027.32",1104 Players,91 Tournaments,2020
9,Rainbow Six Siege,"$5,890,432.30",841 Players,67 Tournaments,2020
10,Hearthstone,"$4,277,232.82",468 Players,49 Tournaments,2020
11,Rocket League,"$4,005,952.60",929 Players,386 Tournaments,2020
12,Call of Duty: Warzone,"$2,826,407.12",611 Players,106 Tournaments,2020
13,VALORANT,"$2,417,593.40",2314 Players,345 Tournaments,2020
14,Apex Legends,"$2,224,649.05",660 Players,208 Tournaments,2020
15,StarCraft II,"$2,174,712.96",327 Players,432 Tournaments,2020
16,FIFA 20,"$2,130,308.14",273 Players,43 Tournaments,2020
17,Magic: The Gathering Arena,"$2,076,000.00",81 Players,10 Tournaments,2020
18,CrossFire,"$2,075,733.89",134 Players,8 Tournaments,2020
19,Gears 5,"$1,223,000.00",143 Players,16 Tournaments,2020
20,chess24,"$1,184,696.09",61 Players,10 Tournaments,2020
21,Clash of Clans,"$1,177,609.00",136 Players,14 Tournaments,2020
22,Lichess,"$1,140,686.93",287 Players,64 Tournaments,2020
23,Brawl Stars,"$1,056,250.00",35 Players,2 Tournaments,2020
24,Free Fire,"$1,039,947.51",307 Players,11 Tournaments,2020
25,Chess.com,"$790,281.92",441 Players,91 Tournaments,2020
26,F1 2020,"$751,947.00",39 Players,2 Tournaments,2020
27,iRacing.com,"$684,078.65",453 Players,37 Tournaments,2020
28,Brawlhalla,"$595,811.60",293 Players,110 Tournaments,2020
29,WarCraft III: Reforged,"$565,677.04",90 Players,115 Tournaments,2020
30,World of WarCraft,"$500,000.00",57 Players,4 Tournaments,2020
31,FIFA Online 4,"$481,825.47",94 Players,10 Tournaments,2020
32,Paladins,"$393,630.97",164 Players,18 Tournaments,2020
33,Age of Empires II,"$382,802.20",418 Players,223 Tournaments,2020
34,Teamfight Tactics,"$370,029.00",39 Players,4 Tournaments,2020
35,Super Smash Bros. Ultimate,"$310,108.36",600 Players,282 Tournaments,2020
36,Quake Champions,"$302,899.03",40 Players,9 Tournaments,2020
37,Hyper Scape,"$299,000.00",260 Players,4 Tournaments,2020
38,Minecraft,"$294,700.00",60 Players,4 Tournaments,2020
39,Mobile Legends: Bang Bang,"$288,500.00",46 Players,1 Tournament,2020
40,Fall Guys,"$284,273.83",240 Players,5 Tournaments,2020
41,Call of Duty: Black Ops Cold War,"$256,000.00",120 Players,15 Tournaments,2020
42,StarCraft: Remastered,"$250,145.94",106 Players,65 Tournaments,2020
43,Aim Gods,"$250,000.00",2 Players,1 Tournament,2020
44,Assetto Corsa,"$235,634.41",120 Players,31 Tournaments,2020
45,Clash Royale,"$224,600.00",51 Players,5 Tournaments,2020
46,Hearthstone Battlegrounds,"$203,630.00",40 Players,4 Tournaments,2020
47,NASCAR Heat 4,"$200,500.00",34 Players,5 Tournaments,2020
48,Forza Motorsport 7,"$199,000.00",64 Players,3 Tournaments,2020
49,Farming Simulator 19,"$189,253.45",66 Players,6 Tournaments,2020
50,Gwent,"$186,720.00",22 Players,5 Tournaments,2020
51,rFactor 2,"$184,440.95",106 Players,27 Tournaments,2020
52,Mortal Kombat 11,"$182,259.57",77 Players,7 Tournaments,2020
53,Street Fighter V: Champion Edition,"$173,410.22",52 Players,48 Tournaments,2020
54,Super Smash Bros. Melee,"$157,502.23",112 Players,26 Tournaments,2020
55,Tekken 7,"$156,917.56",88 Players,43 Tournaments,2020
56,Legends of Runeterra,"$118,481.03",30 Players,5 Tournaments,2020
57,Escape from Tarkov,"$114,600.00",150 Players,4 Tournaments,2020
58,Granblue Fantasy: Versus,"$106,280.94",45 Players,43 Tournaments,2020
59,Diabotical,"$103,859.92",239 Players,78 Tournaments,2020
60,FIFA 21,"$100,000.00",16 Players,2 Tournaments,2020
61,Rocket Arena,"$100,000.00",24 Players,3 Tournaments,2020
62,Dragon Ball FighterZ,"$94,116.31",73 Players,38 Tournaments,2020
63,RaceRoom Racing Experience,"$87,510.00",42 Players,10 Tournaments,2020
64,WarCraft III,"$72,425.80",18 Players,8 Tournaments,2020
65,Among Us,"$66,000.00",10 Players,6 Tournaments,2020
66,Auto Chess,"$60,098.00",42 Players,2 Tournaments,2020
67,Trackmania (2020),"$59,918.61",99 Players,59 Tournaments,2020
68,Multigaming,"$59,109.70",8 Players,1 Tournament,2020
69,Halo: Reach,"$50,000.00",32 Players,1 Tournament,2020
70,Rogue Company,"$50,000.00",48 Players,2 Tournaments,2020
71,Spellbreak,"$50,000.00",42 Players,1 Tournament,2020
72,TEPPEN,"$48,000.00",8 Players,1 Tournament,2020
73,Dead By Daylight,"$45,000.00",30 Players,6 Tournaments,2020
74,TrackMania 2: Stadium,"$40,262.69",203 Players,88 Tournaments,2020
75,F1 2019,"$38,047.38",3 Players,1 Tournament,2020
76,Zwift,"$33,827.08",6 Players,2 Tournaments,2020
77,Playchess.com,"$32,866.58",116 Players,9 Tournaments,2020
78,Identity V,"$31,911.10",6 Players,1 Tournament,2020
79,Call of Duty: Black Ops 4,"$30,000.00",14 Players,2 Tournaments,2020
80,Soul Calibur VI,"$27,582.77",41 Players,26 Tournaments,2020
81,Shadowverse,"$23,700.00",42 Players,6 Tournaments,2020
82,Rivals of Aether,"$20,833.62",27 Players,8 Tournaments,2020
83,Ultimate Marvel vs. Capcom 3,"$20,297.93",18 Players,6 Tournaments,2020
84,Street Fighter V: Arcade Edition,"$20,286.12",19 Players,3 Tournaments,2020
85,UNO,"$20,000.00",16 Players,2 Tournaments,2020
86,BlazBlue: Cross Tag Battle,"$14,026.79",34 Players,6 Tournaments,2020
87,osu!,"$13,982.67",313 Players,9 Tournaments,2020
88,Samurai Shodown (2019),"$13,223.40",23 Players,5 Tournaments,2020
89,Prophecy,"$13,000.00",27 Players,4 Tournaments,2020
90,Age of Empires,"$12,066.00",53 Players,2 Tournaments,2020
91,Call of Duty: Black Ops 2,"$12,000.00",4 Players,1 Tournament,2020
92,Team Fortress 2,"$11,403.92",166 Players,7 Tournaments,2020
93,Tetris,"$10,926.38",23 Players,4 Tournaments,2020
94,Age of Empires III,"$10,553.00",71 Players,16 Tournaments,2020
95,Dirt Rally 2.0,"$10,000.00",5 Players,2 Tournaments,2020
96,Internet Chess Club,"$10,000.00",6 Players,1 Tournament,2020
97,Old School Runescape,"$9,004.20",14 Players,2 Tournaments,2020
98,Pistol Whip,"$7,500.00",13 Players,1 Tournament,2020
99,Guilty Gear Xrd REV 2,"$7,134.00",19 Players,6 Tournaments,2020
100,Heroes of the Storm,"$6,745.00",33 Players,4 Tournaments,2020
101,Under Night In-Birth EXE: Late[st],"$6,036.89",21 Players,4 Tournaments,2020
102,Assetto Corsa Competizione,"$5,338.00",10 Players,13 Tournaments,2020
103,Age of Mythology,"$4,527.00",25 Players,19 Tournaments,2020
104,QuakeWorld,"$4,168.00",6 Players,1 Tournament,2020
105,Fantasy Strike,"$3,860.00",18 Players,3 Tournaments,2020
106,Melty Blood: Actress Again Current Code,"$3,784.93",34 Players,10 Tournaments,2020
107,Unreal Tournament (2016),"$3,698.92",65 Players,3 Tournaments,2020
108,Guilty Gear XX Accent Core Plus R,"$3,576.91",18 Players,5 Tournaments,2020
109,Dota Underlords,"$3,388.50",12 Players,7 Tournaments,2020
110,Xonotic,"$3,340.39",58 Players,13 Tournaments,2020
111,Gran Turismo Sport,"$3,331.00",59 Players,3 Tournaments,2020
112,BlazBlue: Central Fiction,"$3,296.84",11 Players,6 Tournaments,2020
113,Tetr.io,"$2,992.61",19 Players,11 Tournaments,2020
114,Pokkén Tournament DX,"$2,936.43",9 Players,4 Tournaments,2020
115,Lethal League Blaze,"$2,910.02",16 Players,4 Tournaments,2020
116,Call of Duty: Modern Warfare 2,"$2,500.00",4 Players,1 Tournament,2020
117,Nascar Heat 5,"$2,500.00",10 Players,1 Tournament,2020
118,Doom II: Hell on Earth,"$2,480.00",7 Players,3 Tournaments,2020
119,Live for Speed,"$2,380.00",6 Players,1 Tournament,2020
120,Skullgirls 2nd Encore,"$1,984.50",14 Players,3 Tournaments,2020
121,Mystery Game Tournament,"$1,920.00",8 Players,1 Tournament,2020
122,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,"$1,819.61",17 Players,4 Tournaments,2020
123,Puyo Puyo Tetris,"$1,805.09",12 Players,9 Tournaments,2020
124,Vampire Savior,"$1,667.21",9 Players,4 Tournaments,2020
125,Super Smash Bros.,"$1,547.18",23 Players,6 Tournaments,2020
126,Eternal Fighter Zero,"$1,311.60",7 Players,2 Tournaments,2020
127,Mario Kart 8 Deluxe,"$1,305.00",24 Players,2 Tournaments,2020
128,King of Fighters XIV,"$1,270.00",8 Players,3 Tournaments,2020
129,Splatoon 2,"$1,270.00",13 Players,1 Tournament,2020
130,Age of Empires Online,"$1,246.56",9 Players,3 Tournaments,2020
131,Artifact Classic,"$1,229.85",29 Players,20 Tournaments,2020
132,Under Night In-Birth Exe:Late[cl-r],"$1,108.00",10 Players,3 Tournaments,2020
133,Synth Riders,"$1,100.00",7 Players,5 Tournaments,2020
134,Windjammers,"$1,040.00",13 Players,3 Tournaments,2020
135,Street Fighter III: 3rd Strike,$980.00,11 Players,2 Tournaments,2020
136,Tatsunoko vs. Capcom: Ultimate All-Stars,$914.66,5 Players,7 Tournaments,2020
137,Rushdown Revolt,$850.00,9 Players,4 Tournaments,2020
138,Star Wars: Squadrons,$800.00,4 Players,1 Tournament,2020
139,ARMS,$789.17,17 Players,4 Tournaments,2020
140,Artifact Foundry,$774.50,21 Players,8 Tournaments,2020
141,Super Smash Bros. Brawl,$770.00,11 Players,3 Tournaments,2020
142,Power Rangers: Battle for the Grid,$640.00,8 Players,3 Tournaments,2020
143,Super Street Fighter II Turbo,$590.00,6 Players,2 Tournaments,2020
144,Fight of Animals,$580.68,7 Players,3 Tournaments,2020
145,Marvel vs. Capcom: Infinite,$544.60,4 Players,2 Tournaments,2020
146,NBA 2K21,$501.00,3 Players,1 Tournament,2020
147,SLAYERS FOR HIRE,$500.00,8 Players,1 Tournament,2020
148,Super Smash Bros. for Wii U,$490.00,3 Players,1 Tournament,2020
149,King of Fighters XIII,$480.00,3 Players,1 Tournament,2020
150,Beat Aim,$430.00,12 Players,6 Tournaments,2020
151,Puyo Puyo Champions,$410.50,5 Players,2 Tournaments,2020
152,Dead or Alive 6,$410.00,6 Players,2 Tournaments,2020
153,Them's Fightin' Herds,$390.00,8 Players,3 Tournaments,2020
154,King of Fighters 2002 Unlimited Match,$380.00,3 Players,1 Tournament,2020
155,Garou: Mark of the Wolves,$325.00,6 Players,2 Tournaments,2020
156,Sailor Moon S,$320.00,6 Players,2 Tournaments,2020
157,Dengeki Bunko: Fighting Climax Ignition,$305.50,9 Players,3 Tournaments,2020
158,Punch Planet,$300.00,3 Players,1 Tournament,2020
159,Slap City,$300.00,3 Players,1 Tournament,2020
160,Smash Remix,$299.06,4 Players,1 Tournament,2020
161,JoJo's Bizarre Adventure: Heritage for the Future,$284.99,5 Players,2 Tournaments,2020
162,Audio Trip,$250.00,1 Player,1 Tournament,2020
163,Duck Game,$250.00,3 Players,1 Tournament,2020
164,Capcom vs. SNK 2,$240.00,3 Players,1 Tournament,2020
165,Samurai Shodown V Special,$230.46,5 Players,2 Tournaments,2020
166,Jstris,$225.00,8 Players,1 Tournament,2020
167,Kirby Fighters 2,$222.86,4 Players,1 Tournament,2020
168,Kill la Kill the Game: IF,$220.00,6 Players,2 Tournaments,2020
169,Maiden & Spell,$200.00,3 Players,1 Tournament,2020
170,Naruto: Gekitou Ninja Taisen! 4,$200.00,3 Players,1 Tournament,2020
171,ShootMania Storm,$193.05,15 Players,2 Tournaments,2020
172,Cultris II,$190.95,3 Players,1 Tournament,2020
173,Warparty,$175.00,4 Players,1 Tournament,2020
174,Def Jam: Fight for NY,$170.00,3 Players,1 Tournament,2020
175,Magical Drop III,$130.00,3 Players,1 Tournament,2020
176,Trackmania Turbo,$112.50,3 Players,1 Tournament,2020
177,Pokémon VGC,$102.00,3 Players,1 Tournament,2020
178,Acceleration of SUGURI 2,$100.00,3 Players,1 Tournament,2020
179,Schwarzerblitz,$100.00,3 Players,1 Tournament,2020
180,Twinkle Star Sprites,$100.00,3 Players,1 Tournament,2020
181,Catherine,$75.00,3 Players,1 Tournament,2020
182,Digimon Rumble Arena,$70.00,3 Players,1 Tournament,2020
183,Pocket Rumble,$60.00,3 Players,1 Tournament,2020
184,TrackMania Nations Forever,$56.30,3 Players,1 Tournament,2020
185,Arcana Heart 3: Love Max Six Stars!!!!!,$50.00,3 Players,1 Tournament,2020
186,HYPERFIGHT,$50.00,3 Players,1 Tournament,2020
187,Killer Instinct (2013),$50.00,3 Players,1 Tournament,2020
188,Koihime Enbu,$50.00,3 Players,1 Tournament,2020
189,Power Instinct: Matrimelee,$50.00,3 Players,1 Tournament,2020
190,Roof Rage,$50.00,3 Players,1 Tournament,2020
191,Shrek SuperSlam,$50.00,3 Players,1 Tournament,2020
192,Speedrunners,$50.00,3 Players,1 Tournament,2020
193,Umineko: Golden Fantasia,$50.00,3 Players,1 Tournament,2020
194,Panel Attack,$40.00,3 Players,1 Tournament,2020
195,Ultra Street Fighter IV,$40.00,6 Players,2 Tournaments,2020
196,Samurai Shodown III,$30.00,3 Players,1 Tournament,2020
197,Akatsuki Blitzkampf,$20.00,3 Players,1 Tournament,2020
198,Project Plus,$20.00,3 Players,1 Tournament,2020
199,The Last Blade 2,$20.00,3 Players,1 Tournament,2020
200,Breakers Revenge,$16.00,3 Players,1 Tournament,2020
201,Asuka 120% LimitOver BURNING Fest.,$10.00,3 Players,1 Tournament,2020
202,Fighting EX Layer,$10.00,3 Players,1 Tournament,2020
203,Mario Tennis Aces,$10.00,3 Players,1 Tournament,2020
204,Marvel vs. Capcom 2,$10.00,3 Players,1 Tournament,2020
205,Million Arthur: Arcana Blood,$10.00,3 Players,1 Tournament,2020
0,Dota 2,"$47,790,065.28",959 Players,90 Tournaments,2021
1,Counter-Strike: Global Offensive,"$21,186,887.38",3216 Players,498 Tournaments,2021
2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$19,135,773.40",938 Players,39 Tournaments,2021
3,Fortnite,"$17,504,308.30",916 Players,58 Tournaments,2021
4,Arena of Valor,"$17,365,745.60",426 Players,18 Tournaments,2021
5,PLAYERUNKNOWN’S BATTLEGROUNDS,"$16,031,339.09",531 Players,44 Tournaments,2021
6,League of Legends,"$8,119,515.23",1405 Players,100 Tournaments,2021
7,VALORANT,"$6,557,476.53",2104 Players,300 Tournaments,2021
8,Rainbow Six Siege,"$6,219,503.04",602 Players,42 Tournaments,2021
9,Call of Duty: Warzone,"$6,156,202.01",787 Players,189 Tournaments,2021
10,Call of Duty: Black Ops Cold War,"$6,043,000.00",221 Players,74 Tournaments,2021
11,Overwatch,"$5,613,680.00",398 Players,25 Tournaments,2021
12,Rocket League,"$4,988,771.50",970 Players,371 Tournaments,2021
13,Apex Legends,"$4,351,007.00",700 Players,126 Tournaments,2021
14,Free Fire,"$3,235,752.60",354 Players,11 Tournaments,2021
15,Call of Duty: Mobile,"$3,057,280.00",195 Players,6 Tournaments,2021
16,Hearthstone,"$2,939,891.92",443 Players,57 Tournaments,2021
17,Shadowverse,"$2,293,296.20",8 Players,1 Tournament,2021
18,FIFA 21,"$2,145,134.53",227 Players,24 Tournaments,2021
19,Magic: The Gathering Arena,"$2,000,000.00",38 Players,4 Tournaments,2021
20,CrossFire,"$1,938,654.50",103 Players,3 Tournaments,2021
21,Mobile Legends: Bang Bang,"$1,909,400.00",185 Players,6 Tournaments,2021
22,StarCraft II,"$1,747,152.05",226 Players,262 Tournaments,2021
23,League of Legends: Wild Rift,"$1,567,092.59",300 Players,12 Tournaments,2021
24,chess24,"$1,520,929.34",44 Players,9 Tournaments,2021
25,Brawl Stars,"$1,213,000.00",179 Players,19 Tournaments,2021
26,World of WarCraft,"$930,000.00",73 Players,18 Tournaments,2021
27,iRacing.com,"$905,074.00",466 Players,44 Tournaments,2021
28,Chess.com,"$867,875.39",309 Players,98 Tournaments,2021
29,Teamfight Tactics,"$781,554.00",53 Players,3 Tournaments,2021
30,F1 2021,"$750,000.00",22 Players,1 Tournament,2021
31,FIFA Online 4,"$717,158.18",138 Players,9 Tournaments,2021
32,Brawlhalla,"$684,407.00",323 Players,84 Tournaments,2021
33,Age of Empires II,"$640,539.14",693 Players,371 Tournaments,2021
34,Call of Duty: Vanguard,"$636,500.00",142 Players,20 Tournaments,2021
35,SMITE,"$610,000.00",50 Players,2 Tournaments,2021
36,WarCraft III: Reforged,"$563,133.76",75 Players,86 Tournaments,2021
37,Super Smash Bros. Ultimate,"$545,343.67",584 Players,249 Tournaments,2021
38,Street Fighter V: Champion Edition,"$495,019.15",154 Players,57 Tournaments,2021
39,Gwent,"$394,165.00",30 Players,6 Tournaments,2021
40,Farming Simulator 19,"$276,447.33",69 Players,10 Tournaments,2021
41,Assetto Corsa,"$273,888.54",136 Players,46 Tournaments,2021
42,Assetto Corsa Competizione,"$262,943.00",241 Players,20 Tournaments,2021
43,Super Smash Bros. Melee,"$258,784.14",117 Players,13 Tournaments,2021
44,Quake Champions,"$251,607.45",60 Players,8 Tournaments,2021
45,StarCraft: Remastered,"$234,832.20",82 Players,18 Tournaments,2021
46,rFactor 2,"$233,012.82",149 Players,25 Tournaments,2021
47,Legends of Runeterra,"$201,700.00",18 Players,2 Tournaments,2021
48,Halo 3,"$150,000.00",32 Players,1 Tournament,2021
49,Halo 2,"$137,400.00",16 Players,3 Tournaments,2021
50,Tekken 7,"$135,421.54",55 Players,11 Tournaments,2021
51,Trackmania (2020),"$114,314.99",238 Players,171 Tournaments,2021
52,Halo Infinite,"$101,000.00",50 Players,10 Tournaments,2021
53,Multigaming,"$96,473.00",18 Players,2 Tournaments,2021
54,Clash of Clans,"$93,965.00",89 Players,12 Tournaments,2021
55,Guilty Gear -STRIVE-,"$89,280.62",120 Players,34 Tournaments,2021
56,Diabotical,"$88,873.77",224 Players,136 Tournaments,2021
57,Heroes of the Storm,"$86,524.00",59 Players,2 Tournaments,2021
58,Age of Empires IV,"$84,389.25",197 Players,61 Tournaments,2021
59,RaceRoom Racing Experience,"$62,997.50",30 Players,3 Tournaments,2021
60,Mortal Kombat 11,"$54,912.63",28 Players,6 Tournaments,2021
61,Granblue Fantasy: Versus,"$54,362.38",36 Players,29 Tournaments,2021
62,Soul Calibur VI,"$51,503.10",15 Players,4 Tournaments,2021
63,Fall Guys,"$50,000.00",36 Players,1 Tournament,2021
64,Stardew Valley,"$43,600.00",16 Players,1 Tournament,2021
65,osu!,"$43,223.90",180 Players,25 Tournaments,2021
66,Lichess,"$39,750.00",66 Players,37 Tournaments,2021
67,Halo 5: Guardians,"$34,000.00",32 Players,2 Tournaments,2021
68,FIFA 22,"$30,339.76",32 Players,2 Tournaments,2021
69,Among Us,"$20,000.00",7 Players,2 Tournaments,2021
70,Dirt Rally 2.0,"$20,000.00",6 Players,2 Tournaments,2021
71,Age of Empires III,"$19,419.80",55 Players,28 Tournaments,2021
72,Golf With Your Friends,"$19,400.00",11 Players,2 Tournaments,2021
73,Tetris,"$16,089.61",40 Players,19 Tournaments,2021
74,The Binding of Isaac,"$15,000.00",16 Players,1 Tournament,2021
75,World of Tanks,"$15,000.00",4 Players,1 Tournament,2021
76,Old School Runescape,"$13,000.00",14 Players,2 Tournaments,2021
77,Dragon Ball FighterZ,"$11,548.32",48 Players,31 Tournaments,2021
78,UNO,"$10,000.00",12 Players,1 Tournament,2021
79,Xonotic,"$8,915.36",33 Players,17 Tournaments,2021
80,Quake III Arena,"$8,742.45",36 Players,7 Tournaments,2021
81,Auto Chess,"$8,400.00",14 Players,30 Tournaments,2021
82,Age of Mythology,"$8,205.00",43 Players,37 Tournaments,2021
83,Ultimate Marvel vs. Capcom 3,"$7,876.36",17 Players,5 Tournaments,2021
84,Guilty Gear XX Accent Core Plus R,"$5,985.23",14 Players,5 Tournaments,2021
85,Paladins,"$5,500.00",19 Players,2 Tournaments,2021
86,Skullgirls 2nd Encore,"$5,057.52",12 Players,4 Tournaments,2021
87,Mortal Kombat XL,"$5,000.00",8 Players,1 Tournament,2021
88,Rezzil Player,"$5,000.00",5 Players,1 Tournament,2021
89,Them's Fightin' Herds,"$3,998.19",18 Players,25 Tournaments,2021
90,Nascar Heat 5,"$3,625.00",10 Players,1 Tournament,2021
91,Under Night In-Birth Exe:Late[cl-r],"$3,513.13",20 Players,3 Tournaments,2021
92,Rushdown Revolt,"$3,310.09",26 Players,14 Tournaments,2021
93,Mythgard,"$3,000.00",9 Players,3 Tournaments,2021
